_id,book_id,t_book_id,book_title,book_pic,book_source,book_type,book_genre,special_desc,lang,update_status,is_preview,is_paid,read_count,collect_count,total,publish_at,tags,is_japanese_original,actors,episode_count,production_country,target_audience
67ea30c546ee7e7ada061311,67ea30c546ee7e7ada061311,140000000000000198,サレ夫の逆襲,https://v-mps.crazymaplestudios.com/images/0f44b440-0f70-11f0-a38f-0d66b56fc320.jpg,1,1,1,世界一の富豪であるニックは、妻ベラと慎ましい生活を送っていた。しかし、彼が自身の正体を明かし、莫大な富と権力をベラと分かち合おうとした矢先、衝撃の裏切りが明らかに。ニックはベラが自分を愛していたのは本心ではなく、別の目的があったと知る。傷心のニックは、もうひとりの女性エレナと出会った。富と権力に執着しないエレナを選んだニックに対し、ベラは深い後悔に苛まれる。,ja,1,0,1,4521710,41788,52,2025-04-02 18:00:04,男向けのドラマ|カムバックストーリー|モダン|多重アイデンティティ|離婚後の愛|人違い|ロイヤル/貴族|元帥/将軍,False,,52,アメリカ合衆国,男性
68d6173ecea0f35b1009516b,68d6173ecea0f35b1009516b,140000000000000337,出生時にすり替えられた令嬢？,https://v-mps.crazymaplestudios.com/images/92d85120-9c67-11f0-a06b-bdb674869ea1.jpg,1,1,1,親友二人が同じ日に出産する。貧しいエディスは自分の娘に贅沢な人生を送らせようと、密かに社長である友人の赤ん坊と自分の赤ん坊をすり替える。しかし、彼女が予想していなかったのは、社長が全てを見抜いており、密かに赤ん坊を元に戻していたことだった。18年後、エディスの計画が成功間近に迫ったまさにその時、彼女は衝撃の真実を知る。長年虐待してきた方が、彼女の実の娘だったのだ。,ja,1,0,1,1617320,25025,52,2025-10-01 16:40:03,復讐,False,,52,アメリカ合衆国,女性
665e400dd9de5760ea05e1be,665e400dd9de5760ea05e1be,140000000000000016,さようなら、私のCEO,https://v-mps.crazymaplestudios.com/images/ddae312e49cafd8b.jpg,1,1,1,ジェームス・ナイトがあなたの上司です。セクシーでリッチ、そして完全に立ち入り禁止。彼とデートするとあなたのキャリアが台無しになるかもしれませんが、彼を愛すると確実にあなたの心は傷つきます。なぜなら、自分が何かを望んでいるのに、それを決して手に入れることができないと知ることより悪いことがあるでしょうか?,ja,1,0,1,160405,948,52,2024-06-06 15:36:35,タブー|お涙ちょうだい|オフィスラブ|億万長者|無邪気な乙女|コンテンポラリー|トキシック|女性向けのドラマ|Maryana Dvorska|Kasey Esser,False,Kasey Esser,52,アメリカ合衆国,女性
67847aee5c7f2734a10bb3a6,67847aee5c7f2734a10bb3a6,140000000000000157,嘘の恋人 〜週末限定ラブゲーム〜,https://v-mps.crazymaplestudios.com/images/578318f0-d7d5-11ef-a54e-99edf5fd5287.jpg,1,1,1,エマとリアムは一夜を共に過ごしたが、翌朝リアムが何の説明もなく姿を消し、二人の関係は突然終わりを迎えた。それから半年後、エマの妹の結婚式で二人は再会した時、リアムは新郎の付添人だった。解決されない感情が再び押し寄せる中、エマは元カレを遠ざけるために、週末だけリアムと偽りの恋人関係を演じることを決める。,ja,1,0,1,2844329,43079,53,2025-01-21 11:29:02,女性向けのドラマ|二度目のチャンス|モダン|偽りの恋人|再会|ワンナイトラブ|ストロングウィル,False,,53,アメリカ合衆国,女性
669a07a8f6e32dc509077727,669a07a8f6e32dc509077727,140000000000000036,また愛し合える日が来る,https://v-mps.crazymaplestudios.com/images/8e72f72b2b230f7a.jpg,1,1,1,あなたはノアプレストンが大好きだったが、彼が貧しく、何も持っていなかったときに、彼と別れた。5年後、彼は億万長者となり、あなたの会社を買収し、あなたの人生を生き地獄に陥れようとしている。別れた本当の理由を彼に話すのか、それとも恋のやり直しはもう遅い？,ja,1,0,1,890221,10060,53,2024-08-02 19:53:05,復讐|二度目のチャンス|お涙ちょうだい|億万長者|インディペンデント・ウーマン|コンテンポラリー|スイート|女性向けのドラマ|Alena Savostikova|Seth Edeen,False,Seth Edeen,53,アメリカ合衆国,女性
6697b5895ec386c1bf0932c5,6697b5895ec386c1bf0932c5,140000200000000001,元彼のお父さんとの子供を妊娠,https://v-mps.crazymaplestudios.com/images/23ca2830-5e15-11ef-838e-777d81c2a9c7.jpg,1,2,1,ルシアの利己的なボーイフレンドが彼女を信じていないという理由で物事を終わらせた後、彼女は彼が間違っていることを証明すると誓う。最高の外科研修医になると決意した彼女は仕事に身を投じる。そして研修医の監督であるソーヤー・キャンベル医師の下で、無慈悲な有名外科医、驚くべき赤ちゃんのパパ、そして何よりも最悪なのは元彼の父親だ。,ja,1,0,1,471243,8556,0,2024-07-25 11:31:27,妊娠|医療ドラマ|年齢差|タブー|禁じられた|女性向けのドラマ|スイート|コンテンポラリー,False,Moriah Boone,0,アメリカ合衆国,女性
67e0c6621e8d3e9fec0220ef,67e0c6621e8d3e9fec0220ef,140000000000000185,二度目の初恋,https://v-mps.crazymaplestudios.com/images/683af8e0-0ae1-11f0-a38f-0d66b56fc320.jpg,1,1,1,大学時代に運命的な恋に落ちるも、誤解によって別れてしまったベラとアダム。数年後、医者として成功したベラの前に、NHLのスター選手となったアダムが彼女の助けを求めて姿を現す。偽装カップルの契約を結ぶ二人だが、共に過ごす日々の中で、眠っていた感情が再び目覚めていく。二度目のチャンスが、彼らに永遠の幸せをもたらすのか。,ja,1,0,1,4415899,53749,54,2025-03-27 18:08:02,女性向けのドラマ|甘いロマンス|モダン|偽りの恋人|契約の恋人|学園ハンサム|医者,False,Rebecca Stoughton|Jordan Roy Frank,54,アメリカ合衆国,女性
67ea0b242f4d01a1f404c2d7,67ea0b242f4d01a1f404c2d7,140000000000000199,相続者の華麗なる帰還,https://v-mps.crazymaplestudios.com/images/a2bcd960-1032-11f0-a38f-0d66b56fc320.jpg,1,1,1,正体を隠す御曹司ヘクター。告白の直前、彼は事故により昏睡状態に陥った。恋人アリスの３年間の愛だけを道標に、彼は微かに意識の岸辺へと漕ぎ出す。だが、そこには巧妙に仕組まれた絶望の罠が…。指先でベルを鳴らすことしかできぬ彼が、全てを覆せるのか？——愛する者を守るため、電話一本に託された、予測不能の逆転劇を見届けよ。,ja,1,0,1,4124322,37848,54,2025-04-03 16:57:03,男向けのドラマ|カムバックストーリー|モダン|身分を隠せ|とぼける|ロイヤル/貴族|ストロングウィル,False,,54,アメリカ合衆国,男性
681d6b64ac0e0dc6070023f0,681d6b64ac0e0dc6070023f0,140000000000000225,お兄ちゃんの親友と恋しちゃダメですか？,https://v-mps.crazymaplestudios.com/images/85046d80-2fa3-11f0-93de-cb0b88a6d7a9.jpg,1,1,1,大学進学を機に、高校時代からの彼氏と同棲を始めたケイトリン。ところが引っ越し初日、彼の浮気現場を目撃！家を飛び出した彼女が転がり込んだのは…実の兄のアパート。しかもそこにいたのは、ケイトリンが昔こっそり想いを寄せていた、兄のイケメン親友・コールだった！同居生活をきっかけに再燃する初恋。だけど2人の恋路には、元カレカノの執着・学内の意地悪女子、そして何より“兄バリア”が立ちはだかる――！,ja,1,0,1,6944114,147407,54,2025-05-13 17:34:02,女性向けのドラマ|ヤングアダルト|モダン|初恋|学園ロマンス|年齢差|幼馴染みの恋人|学生,False,Maria Barseghian|Chris Quartuccio,54,アメリカ合衆国,女性
68ae5c47491efec5de075cac,68ae5c47491efec5de075cac,140000000000000315,裏切りと変身～お嬢様をナメるな！~,https://v-mps.crazymaplestudios.com/images/3d8eb1f0-87a9-11f0-a06b-bdb674869ea1.jpg,1,1,1,ベラ国一番の大富豪、ワトソン家の継承者でありながら、計算高い二世セレブ達に囲まれる日々に嫌気がさしていた。そんな中、彼女は同じぽっちゃり系のマークに恋を落ちた。彼がありのままのベラを愛していると信じた彼女は素性を隠して、彼の為に全てを捧げて、ハーバードへの入学さえ手配してあげた。しかし、裏切りは彼女を痛かった。ベラは、クラスメートのいじめっ子ジェシーと浮気をしていた。それだけでなく、マークはワトソンの跡継ぎと名乗り、学校の人気者になろうとしていた。ベラは自分の体型を受け入れて、きっぱりと彼と別れた。いじめっ子らに囲まれる中、ベラは見事に反撃できるだろうか？,ja,1,0,1,205916,1339,54,2025-09-02 12:06:03,ヤングアダルト,False,,54,アメリカ合衆国,女性
