_id,book_id,t_book_id,book_title,book_pic,book_source,book_type,book_genre,special_desc,read_count,collect_count,chapter_count,is_paid,is_preview,init_read_count,init_collect_count,chapter_id,serial_number,tags,tags_original
67ea30c546ee7e7ada061311,67ea30c546ee7e7ada061311,140000000000000198,サレ夫の逆襲,https://v-mps.crazymaplestudios.com/images/0f44b440-0f70-11f0-a38f-0d66b56fc320.jpg,1,1,1,世界一の富豪であるニックは、妻ベラと慎ましい生活を送っていた。しかし、彼が自身の正体を明かし、莫大な富と権力をベラと分かち合おうとした矢先、衝撃の裏切りが明らかに。ニックはベラが自分を愛していたのは本心ではなく、別の目的があったと知る。傷心のニックは、もうひとりの女性エレナと出会った。富と権力に執着しないエレナを選んだニックに対し、ベラは深い後悔に苛まれる。,4521567,41785,51,1,0,180903,7833,bjcdd6cfaa,1,男向けのドラマ|カムバックストーリー|モダン|多重アイデンティティ|離婚後の愛|人違い|ロイヤル/貴族|元帥/将軍,Male|Comeback Story|Modern|Multiple Identities|Love After Divorce|Mistaken Identity|Royalty/Nobility|Marshal/General
68d6173ecea0f35b1009516b,68d6173ecea0f35b1009516b,140000000000000337,出生時にすり替えられた令嬢？,https://v-mps.crazymaplestudios.com/images/92d85120-9c67-11f0-a06b-bdb674869ea1.jpg,1,1,1,親友二人が同じ日に出産する。貧しいエディスは自分の娘に贅沢な人生を送らせようと、密かに社長である友人の赤ん坊と自分の赤ん坊をすり替える。しかし、彼女が予想していなかったのは、社長が全てを見抜いており、密かに赤ん坊を元に戻していたことだった。18年後、エディスの計画が成功間近に迫ったまさにその時、彼女は衝撃の真実を知る。長年虐待してきた方が、彼女の実の娘だったのだ。,1616320,25020,51,1,0,6895,240,lhowsdwwdx,1,復讐,Revenge
665e400dd9de5760ea05e1be,665e400dd9de5760ea05e1be,140000000000000016,さようなら、私のCEO,https://v-mps.crazymaplestudios.com/images/ddae312e49cafd8b.jpg,1,1,1,ジェームス・ナイトがあなたの上司です。セクシーでリッチ、そして完全に立ち入り禁止。彼とデートするとあなたのキャリアが台無しになるかもしれませんが、彼を愛すると確実にあなたの心は傷つきます。なぜなら、自分が何かを望んでいるのに、それを決して手に入れることができないと知ることより悪いことがあるでしょうか?,160231,947,52,1,0,20102,274,k067gcl1my,1,タブー|お涙ちょうだい|オフィスラブ|億万長者|無邪気な乙女|コンテンポラリー|トキシック|女性向けのドラマ|Maryana Dvorska|Kasey Esser,Taboo|Tear-Jerker|Office Romance|Billionaire|Innocent Damsel|Contemporary|Toxic|Female|Maryana Dvorska|Kasey Esser
67847aee5c7f2734a10bb3a6,67847aee5c7f2734a10bb3a6,140000000000000157,嘘の恋人 〜週末限定ラブゲーム〜,https://v-mps.crazymaplestudios.com/images/578318f0-d7d5-11ef-a54e-99edf5fd5287.jpg,1,1,1,エマとリアムは一夜を共に過ごしたが、翌朝リアムが何の説明もなく姿を消し、二人の関係は突然終わりを迎えた。それから半年後、エマの妹の結婚式で二人は再会した時、リアムは新郎の付添人だった。解決されない感情が再び押し寄せる中、エマは元カレを遠ざけるために、週末だけリアムと偽りの恋人関係を演じることを決める。,2844282,43079,52,1,0,169556,5799,vdrq2rnb3n,1,女性向けのドラマ|二度目のチャンス|モダン|偽りの恋人|再会|ワンナイトラブ|ストロングウィル,Female|Second Chance|Modern|Fake Relationship|Reunion|One Night Stand|Strong-Willed
669a07a8f6e32dc509077727,669a07a8f6e32dc509077727,140000000000000036,また愛し合える日が来る,https://v-mps.crazymaplestudios.com/images/8e72f72b2b230f7a.jpg,1,1,1,あなたはノアプレストンが大好きだったが、彼が貧しく、何も持っていなかったときに、彼と別れた。5年後、彼は億万長者となり、あなたの会社を買収し、あなたの人生を生き地獄に陥れようとしている。別れた本当の理由を彼に話すのか、それとも恋のやり直しはもう遅い？,890055,10060,53,1,0,19671,352,vfn5f5h4vh,1,復讐|二度目のチャンス|お涙ちょうだい|億万長者|インディペンデント・ウーマン|コンテンポラリー|スイート|女性向けのドラマ|Alena Savostikova|Seth Edeen,Revenge|Second Chance|Tear-Jerker|Billionaire|Independent Woman|Contemporary|Sweet|Female|Alena Savostikova|Seth Edeen
6697b5895ec386c1bf0932c5,6697b5895ec386c1bf0932c5,140000200000000001,元彼のお父さんとの子供を妊娠,https://v-mps.crazymaplestudios.com/images/23ca2830-5e15-11ef-838e-777d81c2a9c7.jpg,1,2,1,ルシアの利己的なボーイフレンドが彼女を信じていないという理由で物事を終わらせた後、彼女は彼が間違っていることを証明すると誓う。最高の外科研修医になると決意した彼女は仕事に身を投じる。そして研修医の監督であるソーヤー・キャンベル医師の下で、無慈悲な有名外科医、驚くべき赤ちゃんのパパ、そして何よりも最悪なのは元彼の父親だ。,471056,8554,53,1,0,0,0,,1,妊娠|医療ドラマ|年齢差|タブー|禁じられた|女性向けのドラマ|スイート|コンテンポラリー,Pregnancy|Medical Drama|Age Gap|Taboo|Forbidden|Female|Sweet|Contemporary
67e0c6621e8d3e9fec0220ef,67e0c6621e8d3e9fec0220ef,140000000000000185,二度目の初恋,https://v-mps.crazymaplestudios.com/images/683af8e0-0ae1-11f0-a38f-0d66b56fc320.jpg,1,1,1,大学時代に運命的な恋に落ちるも、誤解によって別れてしまったベラとアダム。数年後、医者として成功したベラの前に、NHLのスター選手となったアダムが彼女の助けを求めて姿を現す。偽装カップルの契約を結ぶ二人だが、共に過ごす日々の中で、眠っていた感情が再び目覚めていく。二度目のチャンスが、彼らに永遠の幸せをもたらすのか。,4415740,53748,53,1,0,179788,6688,6doohshw59,1,女性向けのドラマ|甘いロマンス|モダン|偽りの恋人|契約の恋人|学園ハンサム|医者,Female|Sweet Romance|Modern|Fake Relationship|Contract Lovers|Jock|Doctor
67ea0b242f4d01a1f404c2d7,67ea0b242f4d01a1f404c2d7,140000000000000199,相続者の華麗なる帰還,https://v-mps.crazymaplestudios.com/images/a2bcd960-1032-11f0-a38f-0d66b56fc320.jpg,1,1,1,正体を隠す御曹司ヘクター。告白の直前、彼は事故により昏睡状態に陥った。恋人アリスの３年間の愛だけを道標に、彼は微かに意識の岸辺へと漕ぎ出す。だが、そこには巧妙に仕組まれた絶望の罠が…。指先でベルを鳴らすことしかできぬ彼が、全てを覆せるのか？——愛する者を守るため、電話一本に託された、予測不能の逆転劇を見届けよ。,4123874,37848,53,1,0,202931,6778,okyqikwgoj,1,男向けのドラマ|カムバックストーリー|モダン|身分を隠せ|とぼける|ロイヤル/貴族|ストロングウィル,Male|Comeback Story|Modern|Hidden Identity|Playing Dumb|Royalty/Nobility|Strong-Willed
681d6b64ac0e0dc6070023f0,681d6b64ac0e0dc6070023f0,140000000000000225,お兄ちゃんの親友と恋しちゃダメですか？,https://v-mps.crazymaplestudios.com/images/85046d80-2fa3-11f0-93de-cb0b88a6d7a9.jpg,1,1,1,大学進学を機に、高校時代からの彼氏と同棲を始めたケイトリン。ところが引っ越し初日、彼の浮気現場を目撃！家を飛び出した彼女が転がり込んだのは…実の兄のアパート。しかもそこにいたのは、ケイトリンが昔こっそり想いを寄せていた、兄のイケメン親友・コールだった！同居生活をきっかけに再燃する初恋。だけど2人の恋路には、元カレカノの執着・学内の意地悪女子、そして何より“兄バリア”が立ちはだかる――！,6943708,147404,53,1,0,189721,9334,8zes39prft,1,女性向けのドラマ|ヤングアダルト|モダン|初恋|学園ロマンス|年齢差|幼馴染みの恋人|学生,Female|Young Adult|Modern|First Love|Campus Romance|Age Gap|Childhood Sweetheart|Student
68ae5c47491efec5de075cac,68ae5c47491efec5de075cac,140000000000000315,裏切りと変身～お嬢様をナメるな！~,https://v-mps.crazymaplestudios.com/images/3d8eb1f0-87a9-11f0-a06b-bdb674869ea1.jpg,1,1,1,ベラ国一番の大富豪、ワトソン家の継承者でありながら、計算高い二世セレブ達に囲まれる日々に嫌気がさしていた。そんな中、彼女は同じぽっちゃり系のマークに恋を落ちた。彼がありのままのベラを愛していると信じた彼女は素性を隠して、彼の為に全てを捧げて、ハーバードへの入学さえ手配してあげた。しかし、裏切りは彼女を痛かった。ベラは、クラスメートのいじめっ子ジェシーと浮気をしていた。それだけでなく、マークはワトソンの跡継ぎと名乗り、学校の人気者になろうとしていた。ベラは自分の体型を受け入れて、きっぱりと彼と別れた。いじめっ子らに囲まれる中、ベラは見事に反撃できるだろうか？,205670,1339,53,1,0,6762,208,ptxuk1q47q,1,ヤングアダルト,Young Adult
68be3a3da32ea7a05705bebd,68be3a3da32ea7a05705bebd,140000000000000323,ファッション女王の帰還,https://v-mps.crazymaplestudios.com/images/2e1e9b00-9469-11f0-a06b-bdb674869ea1.jpg,1,1,1,かつて“レッドカーペットの女王”と呼ばれたイヴ・コルベルは、主婦としての新たな生活に満足していた。しかし、ファッションの祭典「グランド・メープル・ガラ」で起きた突然の裏切りが、彼女を自身のファッション帝国の中心へと引き戻すことになる。,52063,534,53,1,0,7351,251,e5i37jkug0,1,悪女ヒロイン,Strong Heroine
683fc11cd058c8ed04037e48,683fc11cd058c8ed04037e48,140000000000000247,嫌いだった、あの夏の人,https://v-mps.crazymaplestudios.com/images/162d01a0-44d0-11f0-b65a-27549cd2a91e.jpg,1,1,1,彼氏に突然、親友の結婚式へ向かう予定のロードトリップをキャンセルされたサマンサ・スマイルズ。仕方なく、5年間忘れようとしていた“あの男”と一緒にLAからNYCまで長旅をすることに。その男、トリスタン・モンゴメリー――親友の兄で、あの日ひと夏の秘密を共にした相手。サマンサは、忠義と再燃する感情の間で揺れ動く。彼と過ごす4日間で、彼女は自分の心に向き合い、ついに自分のために選択することを決めるのか？,5877620,81600,54,1,0,221319,6883,n0pwh3635n,1,女性向けのドラマ|ヤングアダルト|モダン|敵から恋人へ|隠された気持ち|初恋|運動選手,Female|Young Adult|Modern|Enemies to Lovers|Hidden Feelings|First Love|Athlete
685e0488f50af212e70d471c,685e0488f50af212e70d471c,140000000000000266,マザー・リベンジ 怒れる戦士の逆襲,https://v-mps.crazymaplestudios.com/images/e7574fc0-5640-11f0-b471-b9eef54adbd8.jpg,1,1,1,娘がレイプされ、人身売買組織に連れ去られた時、伝説の戦士であり元海軍特殊部隊提督のフィーニックス・ライアンは、静かな田舎町の食堂経営者としての平穏な日々を捨て、娘を救い出すため、そして彼女を奪ったナバロ麻薬組織を壊滅させるために再び立ち上がる——母として、戦士として。,88306,1085,54,1,0,8743,429,r0pja7flt0,1,悪女ヒロイン,Strong Heroine
665e319689ff5605bd06cf6b,665e319689ff5605bd06cf6b,140000000000000005,昏睡の夫と妻、 500万ドルの約束と命を賭けた愛,https://v-mps.crazymaplestudios.com/images/8f5f6e70-9826-11ef-a2d6-41216ff1602c.jpg,1,1,1,あなたはおじいちゃんの命を救うため、大物億万長者のエイドリアン・ルイスと代わりの花嫁として結婚することになります。あなたは500万ドルという高額の対価で、跡継ぎを産むという約束でルイス家に身を売りました。問題が 1 つだけあります…エイドリアン ルイスは昏睡状態にあります。,147563,653,55,1,0,40541,215,1s57e29din,1,結婚後の恋愛|契約の恋人|復讐|億万長者|無邪気な乙女|コンテンポラリー|スイート|女性向けのドラマ|Samantha Drews|Roman Chsherbakov,Love After Marriage|Contract Lovers|Revenge|Billionaire|Innocent Damsel|Contemporary|Sweet|Female|Samantha Drews|Roman Chsherbakov
665e381412ba0b4dd40fa20b,665e381412ba0b4dd40fa20b,140000000000000008,秘密の億万長者の子供と離婚するな,https://v-mps.crazymaplestudios.com/images/c89d35a0-9826-11ef-a2d6-41216ff1602c.jpg,1,1,1,トリスタン・ベケットと結婚し、彼の歩く血液銀行となって3年間を過ごした後、ジョイス・パウエルはついに彼と離婚した！トリスタンはジョイスをお金のためだけに結婚した虚しい女だと思っていましたが、彼女が秘密の億万長者相続人であることはほとんど知りませんでした。トリスタンはジョイスの心を取り戻すことができるでしょうか？それとも、彼女ははるかに若いかわいらしいパイ、ウィリアム・ポープに恋をするでしょうか？,101470,728,55,1,0,20484,329,p900ziwmr7,1,離婚後の愛|三角関係|身分を隠せ|億万長者|相続人/社会人|コンテンポラリー|悪女ヒロイン|女性向けのドラマ|John William DiCaro|Freddy Piazza|Candace Mizga,Love After Divorce|Love Triangle|Hidden Identity|Billionaire|Heiress/Socialite|Contemporary|Strong Heroine|Female|John William DiCaro|Freddy Piazza|Candace Mizga
67ea0b434d172962ba0bc029,67ea0b434d172962ba0bc029,140000000000000200,私と継母の戦争,https://v-mps.crazymaplestudios.com/images/d7db3e60-1060-11f0-a38f-0d66b56fc320.jpg,1,1,1,父の結婚式、それは娘にとって悪夢の始まりだった。美しき花嫁クロエは、現れた娘マーガレットを夫の愛人と誤認。燃え盛る嫉妬は狂気に変わり、継母は恐ろしい本性を現す。これは悲劇的な誤解なのか？ それとも富と愛を巡り、巧妙に仕組まれた罠なのか？ 華やかな仮面の下で、予想外の真実が暴かれる──衝撃のウェディング・サスペンス！,3737977,41688,55,1,0,191677,9411,dea6i55ctc,1,女性向けのドラマ|悪女ヒロイン|モダン|人違い|浮気|復讐|相続人/社会人|聖なる親族,Female|Strong Heroine|Modern|Mistaken Identity|Affair|Revenge|Heiress/Socialite|Saintly Parent
68085ab75a1ca0470205e2dc,68085ab75a1ca0470205e2dc,140000000000000216,逃げた花婿,https://v-mps.crazymaplestudios.com/images/ea81b5d0-23d9-11f0-a650-71056cbfe3ac.jpg,1,1,1,"父の高額な治療費を支払うため、修理工場の娘アイビーは、姉の代わりにわがまま御曹司バイロンとの政略結婚を受け入れる。
だが、結婚式当日、バイロンは式をすっぽかし、彼女に屈辱を味わわせた――。失意の中で始まった二人の結婚生活。「一年後に離婚する」という条件で結ばれたはずなのに、いつしかバイロンはアイビーに本気の想いを寄せ始める。揺れ動くアイビーの心。守るべきは、契約か、それとも……愛か？",2765323,60316,55,1,0,196386,8209,58u8tomear,1,女性向けのドラマ|スイート|モダン|結婚後の恋愛|契約の恋人|守る夫|ストロングウィル,Female|Sweet|Modern|Love After Marriage|Contract Lovers|Protective Husband|Strong-Willed
68197378ff3b4b3d760352f8,68197378ff3b4b3d760352f8,140000000000000227,初恋のクォーターバック,https://v-mps.crazymaplestudios.com/images/86f05060-3092-11f0-b65a-27549cd2a91e.jpg,1,1,1,"婚約者だったクォーターバックの裏切りにより、チアリーダーのマディの人生は崩れはじめた。そんな中、彼女はもう一人のフットボール選手、キャメロンに心を惹かれていく。どこか懐かしさを感じさせる彼の存在に戸惑いながらも、マディは新たな想いに向き合っていく。
しかし、彼女の前には次々と試練が立ちはだかる。元婚約者、チア部のキャプテン、そしてキャメロンの母親…
それぞれの思惑が、マディとキャメロンの関係を引き裂こうとしていた。",1888256,60447,55,1,0,194341,9037,p8ps9xg0q1,1,女性向けのドラマ|甘いロマンス|モダン|学園ロマンス|再会|運命の恋人|運動選手|学生,Female|Sweet Romance|Modern|Campus Romance|Reunion|Fated Lovers|Athlete|Student
68d61721090aaf7c6204f75f,68d61721090aaf7c6204f75f,140000000000000332,スターの夫をやめた日,https://v-mps.crazymaplestudios.com/images/8b92cd30-9c3c-11f0-a06b-bdb674869ea1.jpg,1,1,1,"ハリウッド女優を助けたことで、駆け出しの脚本家 ダニエル・ジョンソンの人生が一変する。それから10年、ダニエルはアメリカの恋人と呼ばれる大スター サブリナ・ドノヴァンと結婚し、専業主夫になる。しかし妻や子どもからはぞんざいに扱われる日々。
そんな中、サブリナを捨てた元カレが現れ、ダニエルをさらなる地獄に突き落とす。
耐えかねたダニエルは、ついに離婚を決意。
大切なものを失ったことに気づいたサブリナは…。",98338,865,55,1,0,7169,236,6c639cllrg,1,家族ドラマ,Family Drama
68fb5b527f3574da960ac057,68fb5b527f3574da960ac057,140000000000000348,うちのパパ、ホームレスで大富豪！？,https://v-mps.crazymaplestudios.com/images/2d419930-b62e-11f0-b4b4-bd031586a1b7.jpg,1,1,1,デイジーとアレクスは、かつて幸せな恋人同士だった。だが、アレクスは交通事故で重傷を負い、姿を消してしまう。一方、デイジーも出産時のショックで記憶を失っていた。五年後、娘のポピーを連れて戻ってきたデイジーは、ホームレスのような姿となり、事故の後遺症で記憶も知性も失ったアレクスと偶然再会する。デイジーはポピーと共に彼を家に迎え入れ、三人で暮らし始める。やがて、彼らは過去の誤解を解きながら、裏で糸を引いていた悪人たちに立ち向かうのだった。,103897,948,55,1,0,7710,284,akfqog5tej,1,甘いロマンス,Sweet Romance
673f0df3d136ee38300bfab3,673f0df3d136ee38300bfab3,140000000000000123,裏切りと正義～夫への復讐～,https://v-mps.crazymaplestudios.com/images/f277e0b0-ad56-11ef-a2d6-41216ff1602c.jpg,1,1,1,青年センターの崩壊で娘アリッサを失ったヘイゼルは、夫ジェイスが元恋人キャンディスとその娘を優先して救ったことに怒り、悲しみを慈善活動への原動力に変え、財団を設立した。一方、罪悪感に苦しむジェイスは自己放逐を選び、償いを模索する。最終的にヘイゼルは新たな恋を見つけ、ジェイスに自身の行動の責任と向き合わせることで前進していく。,331288,46563,56,1,0,20526,148,3hy855asam,1,女性向けのドラマ|家族ドラマ|コンテンポラリー|復讐|お涙ちょうだい|済度|インディペンデント・ウーマン,Female|Family Drama|Contemporary|Revenge|Tear-Jerker|Redemption|Independent Woman
67d783ef7a49169f06032a4a,67d783ef7a49169f06032a4a,140000000000000194,離婚後、私は億万長者の令嬢になりました,https://v-mps.crazymaplestudios.com/images/e0e12b40-091d-11f0-a38f-0d66b56fc320.jpg,1,1,1,超お金持ちかつ大手会社の社長であるクララは正体を隠して、自分の旦那の研究にこっそり資金をサポートしていた。しかしその旦那のミロはクララを裏切り、研究が完成に差し掛かったタイミングで浮気するのである。今までクララからのサポートを知らない旦那は離婚を迫り、クララを侮辱するのである。がっかりしたクララはそこで億万長者社長に戻ると決心し、旦那のミロに与えた支援をすべて取りやめた。しかし、旦那が真実に気づいた時は既に時遅し…,2367766,40115,56,1,0,201140,8729,cavy4orczj,1,女性向けのドラマ|悪女ヒロイン|モダン|身分を隠せ|ビジネス|浮気|億万長者|相続人/社会人,Female|Strong Heroine|Modern|Hidden Identity|Business|Affair|Billionaire|Heiress/Socialite
67e0c68111276a4cd60a758f,67e0c68111276a4cd60a758f,140000000000000195,億万長者に溺愛されて困ってます,https://v-mps.crazymaplestudios.com/images/c6abf4f0-0f6f-11f0-a38f-0d66b56fc320.jpg,1,1,1,大学生アメリアは恐ろしい罠からCEOのレオに救われ、一夜の過ちから妊娠。彼は彼女を「金目当て」と疑う中、元恋人が「息子」を連れて現れる。果たしてレオは、嘘を見破り、真実の愛を掴むことができるのか？,3354983,50336,56,1,0,183123,7673,dmrqx4ozex,1,女性向けのドラマ|甘いロマンス|モダン|偽りの恋人|三角関係|浮気|億万長者|学生,Female|Sweet Romance|Modern|Fake Relationship|Love Triangle|Affair|Billionaire|Student
680065d17b46cf427c03fa02,680065d17b46cf427c03fa02,140000000000000205,元カレの父に恋してしまった,https://v-mps.crazymaplestudios.com/images/4a293c30-1f4b-11f0-a650-71056cbfe3ac.jpg,1,1,1,婚約者の裏切りを知った夜、見知らぬ男性と過ごした一夜。それが婚約者の父だと知った時、全ては変わった。彼の導きで、禁断の扉を開いた私。支配と服従の世界で、新しい自分を見つけていく――,12148853,166690,56,1,0,194137,6581,wypksvxows,1,女性向けのドラマ|モダン|年齢差|タブー|億万長者|無邪気な乙女|イケオジ/ディルフ,Female|Modern|Age Gap|Taboo|Billionaire|Innocent Damsel|Hot Daddy/DILF
